id,frames,gate,crossing_events
7511eb4dd9b9105a97ab9c9e,"[""frames/bffeb13136159a1961416c2d.png"",""frames/6fa378d887aef81063e95feb.png"",""frames/5f347b42d47a5627fe94614f.png"",""frames/841ab49e9c85822c4748c324.png"",""frames/bae608a495d8f0c17474be80.png"",""frames/2807a1e0722586864cf86fc7.png"",""frames/6b44ac1199144242fa72ea01.png"",""frames/810f35e2b57efbe49a013ca2.png"",""frames/cb25d830e19211630dd09129.png"",""frames/6a1c54b461625a92e6f3205d.png"",""frames/d4975a235103cbc4d561e29c.png"",""frames/b6942f24d9ecdf42c1cd3045.png"",""frames/c24b0a83b7b67d6425ad69ff.png"",""frames/90a16eae5e6488567a05f9f4.png"",""frames/e4c3b4b33636f8c74e3ea5c8.png"",""frames/ce06c8ff20e3ad225393167a.png"",""frames/c411a2d34f21b0c492537399.png"",""frames/eb71f31ed4d955b02bc08a97.png"",""frames/438f752999ffaa48b1c646c6.png"",""frames/d41e3787a1fa21b048c141ab.png""]","[0,0.65,1,0.65]","[[8.103896,1,0.975],[11.964286,-1,0.151832],[17.231135,1,0.056969],[17.58665,1,0.58253]]"
7512ee4e2ceed0b4c82e34a2,"[""frames/bef2ff8ef16eba3f9220a7d6.png"",""frames/84aef7df6a0cde35b80d599d.png"",""frames/4b4fef58f94be8c45d1f8419.png"",""frames/8f840a474520301aeaa2b781.png"",""frames/61c7f32a9405c37d16a22161.png"",""frames/4c77d1b6bcb2d372e2675bf5.png"",""frames/572f46607aa9a7c3be584972.png"",""frames/de4f2db6782491f8cb5d93fa.png"",""frames/3869c1ec8e023ce419807c24.png"",""frames/4c1d4bf08dbc251a5c5c5639.png"",""frames/4c71f11f124880b4488286ad.png"",""frames/c80220021ad9d3c5f2cf0b56.png"",""frames/ee89f81789115351272233be.png"",""frames/4e076b1d9155fcb0fe73392f.png"",""frames/2b8b1d1817d724da9c5d8b70.png"",""frames/71f0550eea094f1ae99c8708.png"",""frames/ac30a105f39ba166f5808d05.png"",""frames/6ebc2d1a796a0f8e6e1a7ac3.png"",""frames/6ca7bc2155ee00daf7610d2d.png"",""frames/94a55edac9caaf9b15a06ece.png""]","[0,0.2,1,0.2]","[[11.967606,1,0.661609]]"
753f91f30bc8ddcc91c58da6,"[""frames/3fba0a2d9cd4ff96291163c6.png"",""frames/ec5471688265dc9c8949e805.png"",""frames/07ba6c66f9a757c44c60bf29.png"",""frames/efcfb04559616bc8f4fbd9a5.png"",""frames/5dde238db1a7505519a4be17.png"",""frames/238c9cf3ef8e80ee36c8be08.png"",""frames/c9904e7320bda807c9fd097a.png"",""frames/88ffe3ba03b21e22de9dc4e6.png"",""frames/581e105fe3570e6f05174a35.png"",""frames/9b182183b168ed8715fa1abe.png"",""frames/2bbd77cdb06a00cc04180d76.png"",""frames/f33b8ee1ef9f0dc731fe18fe.png"",""frames/3c834e289391fa0ce4e11317.png"",""frames/d208ce85a75db2c41f12d07f.png"",""frames/d403ee80dc12da9dabc1d92d.png"",""frames/578c588b4e83bd3e3c493ad7.png"",""frames/7bcb611f61c0446bf6e98c61.png"",""frames/1d2ac722aed398ed4c2a8e61.png"",""frames/eacf897aff612bc67e09f0fd.png"",""frames/8864bca93c0a6509d163fb61.png""]","[0,0.35,1,0.35]","[[14.699968,1,0.586281]]"
7560ad0f4a1eb3182bae21a5,"[""frames/98fa240854e1f3452e83efec.png"",""frames/b0aacdbf56e9b29cec59d905.png"",""frames/81f77a5427fa82bf41cd2aac.png"",""frames/3273c4556df6c5e1ebb81601.png"",""frames/e9702a305e7e632e41c98f1c.png"",""frames/562617b2589a052ec7778ab7.png"",""frames/41d49de51583ab30f9a01aeb.png"",""frames/86ef8d234161a6adf5155dd1.png"",""frames/a57ef48ce848a279a2f48960.png"",""frames/910fb21e70b2500780da68d6.png"",""frames/0508be1bf8b9ce14758a550b.png"",""frames/cd57d1bd0d273b575e6711b7.png"",""frames/c8cc5d5f1f35e88e671f8de8.png"",""frames/da0e69167c2d45fff4339f6d.png"",""frames/83991f8d6656d61261573895.png"",""frames/05d7ae074c87a09c9adeaf3f.png"",""frames/dbc0406859a31d2512d0ca08.png"",""frames/f88380925bfedb0fb0fe2dd5.png"",""frames/14f9aa0a50c28e8187e87a77.png"",""frames/59b939d700c09e6942b68fd5.png""]","[0,0.8,1,0.8]","[[17.913247,-1,0.433864]]"
757bd3c814dee9751e8e9d78,"[""frames/e2fe44fa606fa42dc948e236.png"",""frames/e43e7ccf354ef9f43ef9a348.png"",""frames/3c0acce55850b799b26195ae.png"",""frames/92ed1fe74d9e89a4bfebc05b.png"",""frames/6dadda74906e394453f11abf.png"",""frames/77e90514df1d0c84c43c0171.png"",""frames/bf7c876fead2ea34b40ceacf.png"",""frames/9fb7a908e66836917ac3eb07.png"",""frames/f301c892140080ad7f5a2ea4.png"",""frames/6c451e6f5ed615d913a4cde0.png"",""frames/f3517b860cd5ed3fc1544fb7.png"",""frames/b0e08d5f35bf11fcb1869528.png"",""frames/0e5e5992d8f91162a694207c.png"",""frames/51d81123c63acb0b19f5036a.png"",""frames/f4b0fc87f39f83412ba95728.png"",""frames/51b97d5b44274f6b4bba0a97.png"",""frames/f3c44903449587fc0f223130.png"",""frames/07c6301e73913dd23c80933a.png"",""frames/4a92f6c331998da42b3acf9e.png"",""frames/98d2a0cf97e5288d053a2eb8.png""]","[0.65,0,0.65,1]","[[10.131727,-1,0.09206],[16.613404,1,0.268493]]"
7584b217a5ebb2f408b57e96,"[""frames/aab131df7a2764b3201b64f1.png"",""frames/036fb1ac10133f32df4bf129.png"",""frames/9587b77dc93db14900d44121.png"",""frames/cc0d1708245062e3392ce295.png"",""frames/1d4d1fa649d7ac3cb507f59d.png"",""frames/ccd22cb2479d5507d754a7ae.png"",""frames/23675c10ac0e3117b1564f6f.png"",""frames/df6658ba34e44df495124e97.png"",""frames/1071e7b8f6393e14f582f482.png"",""frames/052a1400f725fde3b569d8ae.png"",""frames/c5970f060565d827e20d03d1.png"",""frames/f2927acf305f6c93473310d6.png"",""frames/a206b67d55359ef6719283b5.png"",""frames/c10cac26cee3b68defe2376d.png"",""frames/f0f4e2774ba5ff5aa2a630a6.png"",""frames/6db2063f9e96948dea32034a.png"",""frames/0209ccb52fbbf573e688bf1c.png"",""frames/7d5849cdde533c3699305919.png"",""frames/0f90fb2f69ff5fb6626a59a0.png"",""frames/539f13b875c3d1fe8bbacdf8.png""]","[0,0.65,1,0.65]","[[0.361345,1,0.678436],[9.133929,1,0.454234],[12.904759,1,0.523453],[16.157143,1,0.265798],[17.92381,-1,0.463415]]"
75d50532a9fec75e02d4f568,"[""frames/ccfcfe1368c902b7be6a78e4.png"",""frames/a18e2d1bebae195f457e7886.png"",""frames/8ce72614e37f24897499b380.png"",""frames/372ab633d67c06f95ae7410f.png"",""frames/f17c4eb30fe5478f4aa08b20.png"",""frames/d853501c6beaa0126a14e77c.png"",""frames/a773c7dadcc4ae69df7a4d9f.png"",""frames/3b46da5deae5a7419f5c815b.png"",""frames/b189775647de70fe4350b99c.png"",""frames/0a7b8dab68cd6710d6f9e311.png"",""frames/82b7e9e5f82bcbc852b9bf8f.png"",""frames/ee19d22703eccbe3b34a4300.png"",""frames/853fa508596ea2f240c8835a.png"",""frames/596c7ac83ebe72cf781e9540.png"",""frames/8dce634044227c3dfa04ca4d.png"",""frames/aaf94422e7993557dab97574.png"",""frames/ad685d9cee0a5eb0e63e0055.png"",""frames/f714750d6b59183d5ab666a3.png"",""frames/46ff19ca0beb407e6f8a09ff.png"",""frames/588bd73f229674e4f7cf6b1b.png""]","[0,0.35,1,0.35]","[[7.553887,-1,0.307769],[11.400193,-1,0.64522],[15.728599,-1,0.39292],[16.94986,1,0.386596],[18.157596,-1,0.380647]]"
75dc660e4195c97a1ec34c5a,"[""frames/1988e3ecb3c024ec533fa83d.png"",""frames/24ac96435f064a8e2358302c.png"",""frames/691a8917d5c15e3ceec3db7e.png"",""frames/2565db6005b13104a239a16d.png"",""frames/00e48d718cf1dbda2414db7a.png"",""frames/43619cd1fa25b8e3ad758597.png"",""frames/cd50026023059c25bd6a235b.png"",""frames/12f3259846b6611461abbfc6.png"",""frames/9ae916aa0673695387ebde3f.png"",""frames/2d97bbfb02109bf39e757f78.png"",""frames/d680f0c76ddf0bfef2924c49.png"",""frames/76f70f1ce3cf098b4022f605.png"",""frames/443bf52898e114ce6f5ec569.png"",""frames/4523321131d2ee112cec280a.png"",""frames/b33c7adf4dc3ced4bd6bd181.png"",""frames/c29b88fb17e330546b6e0ec1.png"",""frames/11bdb420ff4388104c31fe1b.png"",""frames/0f45f9c41e7bf2010842a1d6.png"",""frames/16c723acad3e4577bc767d5e.png"",""frames/4dbb3cca8c103ddc959c967e.png""]","[0.5,0,0.5,1]","[[5.193604,1,0.700973],[11.309814,-1,0.480426],[12.802734,-1,0.520354],[14.366351,1,0.536885],[15.739257,-1,0.551197],[17.678223,1,0.509756],[17.840496,1,0.856421],[18.648888,-1,0.767979]]"
75ec4f28a54dfc0c4785cb50,"[""frames/0738464bcd26cb45c5275edc.png"",""frames/5501c5f964c991b327572f5b.png"",""frames/bdd184eea71e72881c5b1b95.png"",""frames/44bb3923575bfce115f06525.png"",""frames/ce788b8057234021ea532028.png"",""frames/0120de735f8c10f2d9b7993b.png"",""frames/5b6a5c4233537e9a1ccaf5ed.png"",""frames/0509f9651b5811e6af398a10.png"",""frames/7e57f2df1edebabb14a51755.png"",""frames/60bdfe10bbda7cc309fbaba1.png"",""frames/500d5cc0da7c41fc44f0a15b.png"",""frames/f92206e461c72eb5300f561e.png"",""frames/153be7cc5eb82057815a0636.png"",""frames/48c931f85c4c969ad33f370f.png"",""frames/d21e27b06d3763b81adad872.png"",""frames/e366959c118d7f2df36e7b16.png"",""frames/e7900caaf15fa71da94d28d6.png"",""frames/bc5e70225285364b70fd66e5.png"",""frames/0d603e9a9226cc44fcde4c6f.png"",""frames/9b15d0ccf2b3163439de44bd.png""]","[0,0.65,1,0.65]","[[1.218045,1,0.522158],[5.703297,1,0.425725],[9.634909,1,0.843235],[13.474302,-1,0.610786],[16.314272,1,0.81078]]"
76114b6984c17b08b50d7c88,"[""frames/aad47e6fe42f44200dcad831.png"",""frames/b908b67f55ae1573d6448db2.png"",""frames/4e275b823098954217c1561b.png"",""frames/d42645baada5592c7f16f65f.png"",""frames/129aa850143b6fb0559418a7.png"",""frames/b8b70a9a3e311eea9263a04b.png"",""frames/140e9536c8883893c456756f.png"",""frames/c2588ebf4392e3252fa8b7f0.png"",""frames/7703beb92cd6c1f5d420260e.png"",""frames/65bfd0f3ac2f9f2d5b43a75a.png"",""frames/9562be15923babe240e6d64f.png"",""frames/3eeefab8da83890e4401e432.png"",""frames/74ea0c95188d03fc8f3e4778.png"",""frames/51e1a13616fd58c20232aaf8.png"",""frames/6aeb2812091fab4ea5cadcbf.png"",""frames/7fc325ab3c8aa27fbca039d3.png"",""frames/c6c7ff0dd8421cbc07011b9f.png"",""frames/b35e0443c59836c61abe1011.png"",""frames/158a90258480b54e3ea3649e.png"",""frames/37900602d3adfe6df6895c8b.png""]","[0.2,0,0.2,1]","[[0.395703,-1,0.36756],[1.539595,-1,0.635905],[11.780472,1,0.390235],[14.944968,1,0.531347],[17.070964,1,0.661046],[18.54342,1,0.358271]]"
7653c4d6f9026eaff26e4c81,"[""frames/10c7b2b4e7919b13bdd2b83c.png"",""frames/49ee1790f19320fa51e52c26.png"",""frames/944f7adef027ea913bdedc1a.png"",""frames/26f5c8751d7cca390cb01e4e.png"",""frames/97574fc795e1f61037797fd3.png"",""frames/6fe5fb34b12999ca5fdd9169.png"",""frames/3576f2a0540e232124e77552.png"",""frames/82747067d44d9f8726f905db.png"",""frames/e69fa5f1c26ef0442b8e3e6e.png"",""frames/1d5c2e334719327d22d3f4d7.png"",""frames/eb87f27b4f4034c87e22c556.png"",""frames/ca59163777faca4ccaa0b2d0.png"",""frames/87a25f148ac2b6f8a81f25ca.png"",""frames/ae61bb2c65d08c6e7303d08b.png"",""frames/68154e6542cc7cd000cc828b.png"",""frames/0f11343c919954ef17b2e37a.png"",""frames/2b3d8b37104d50b10d8c7ed5.png"",""frames/c8f19d5811bf2b712c8dd872.png"",""frames/b2f4e52fc6a757dea02071cc.png"",""frames/341849306b065eac5a494e62.png""]","[0.8,0,0.8,1]","[[1.996208,-1,0.185719],[3.723494,1,0.195362],[9.741943,-1,0.256569]]"
766776c85679c0da81f94e4a,"[""frames/0395858c5d9f0dff4c23d408.png"",""frames/004f1f9920686f8fbae3b1f4.png"",""frames/5917b62568700c72733f76d1.png"",""frames/a052744b8fedde374065f852.png"",""frames/3bdc8cc586f2e0991a013605.png"",""frames/fd1859f8e9e0eb07d8ec85f2.png"",""frames/9919b406bb7782f7d680824c.png"",""frames/96c49590ce94ee2914567016.png"",""frames/d6ab67dc3748d45e5c5ce62f.png"",""frames/427b05634858b80571fb5cc9.png"",""frames/433059129f19953b3b82549c.png"",""frames/5e071fdc8b7f2ede51afa6ad.png"",""frames/d426631e1f17d7ae9da44a08.png"",""frames/deebe095429447e0341853e5.png"",""frames/e905c1e971694689881abaed.png"",""frames/956c267fefef4a1188959e89.png"",""frames/cbb3de0cf37c05a2210b5ad5.png"",""frames/96a84762b70a0ca3ed549859.png"",""frames/16ac30e05a15b6e651165b23.png"",""frames/35226149f1b3f854bc5cada9.png""]","[0,0.8,1,0.8]","[[0.632337,1,0.260639],[5.877951,-1,0.204098],[11.888626,1,0.167753],[15.444904,-1,0.271095]]"
7693f3b14be55e4fa505253c,"[""frames/a02b7633f9c41e7d5db87ad0.png"",""frames/f3f2ec23034bb3665ec79cfc.png"",""frames/eeec925f74add434a335b1f6.png"",""frames/3d608a7b2959b33c74616d67.png"",""frames/27418ce6333271c618304b34.png"",""frames/b004f250eac76b3ff7f74648.png"",""frames/e134723225a22c8ad0ce930e.png"",""frames/f538223e16d8198b674037bf.png"",""frames/dc37532d954cbdc72bca2198.png"",""frames/80a881cfaed2c9075907a102.png"",""frames/ddddd208550c7f4158c24242.png"",""frames/1a483a0fee4a980e3f14c19c.png"",""frames/20f6bb285b14d3673e6dcff0.png"",""frames/98413e489eb4282d52f29da2.png"",""frames/82b846db9d5a23db35565bfb.png"",""frames/218fb34dcca8349c02a9d484.png"",""frames/385cdcbf62d7220db10b15dd.png"",""frames/192e356e62e3c94d69352dc8.png"",""frames/83c17b65bef72e6f6e18a8f7.png"",""frames/1f64ec12a0fb1ef7503ffb17.png""]","[0.65,0,0.65,1]","[[15.464187,1,0.766585]]"
76bb435a386dcb0396aaf466,"[""frames/16772ab3d44e30a4eb02ba6d.png"",""frames/aede65bbef7e061b202c15f7.png"",""frames/21346c53151e5ced35ad5d2e.png"",""frames/c22acdc94b722ff118820be8.png"",""frames/8a7144ca31d4a1b2b8294ef7.png"",""frames/d64a65bbb85e6fd8c444af49.png"",""frames/8e2915c3dfe4226297372c84.png"",""frames/bcca99ee93aba7852fb21fd7.png"",""frames/472504f628742bfad1c08a7e.png"",""frames/adf099c282c7e8ac82424fcb.png"",""frames/eb8284f5deb3ef6383a33122.png"",""frames/094546bbc5e6f8b749d44a4c.png"",""frames/7e9b01fb55d16fcc55d82490.png"",""frames/8717a6902cf8bae047aabf69.png"",""frames/e2db6041abc9ccd63637fee9.png"",""frames/812d6f27e996601744bebdce.png"",""frames/bc85b4e0a8f4d9dcd4652a2f.png"",""frames/5b15bade7927905f5fa03919.png"",""frames/1a44000721e40ebea445c134.png"",""frames/dad28f061279e61a8782bef7.png""]","[0,0.5,1,0.5]","[[0.914951,1,0.466634],[3.212892,1,0.367389],[3.806446,1,0.518328],[16.35482,1,0.331636]]"
76bd25f89265d5f53c133bc1,"[""frames/7e24b6b8bb0ce6fb2a85d74f.png"",""frames/1f8dcaa163cb3f90e582102e.png"",""frames/99f4046a8a4cc77902d8e41a.png"",""frames/416490c2dbf30753de009b54.png"",""frames/e7f432ebc710d9d317cd24d8.png"",""frames/6ad7266f00eb9ea354cfd80d.png"",""frames/015207a2e02105dc21714c8d.png"",""frames/1774cbad7643c960ca7abfe5.png"",""frames/06763dad34016ba0a903f038.png"",""frames/62243d147ec8afa8d8d40376.png"",""frames/e42c93f046fd82f3494f7f79.png"",""frames/bbd9555bf7165920ab98629f.png"",""frames/dd9282e2bd0359998058971c.png"",""frames/ff46e67a79173ab7b40204a7.png"",""frames/7280f52622c0267f9a3886e5.png"",""frames/3882ac948b9bcd0580f95683.png"",""frames/6979fd331919454fca05eb2b.png"",""frames/458aa674691a204fd0231cc1.png"",""frames/09ece14e94bdde99244f6029.png"",""frames/3a60909e3065ae92a6115bef.png""]","[0.8,0,0.8,1]","[[15.733885,-1,0.439528]]"
76e4e62215617456c4f99fae,"[""frames/7e24b6b8bb0ce6fb2a85d74f.png"",""frames/1f8dcaa163cb3f90e582102e.png"",""frames/99f4046a8a4cc77902d8e41a.png"",""frames/416490c2dbf30753de009b54.png"",""frames/e7f432ebc710d9d317cd24d8.png"",""frames/6ad7266f00eb9ea354cfd80d.png"",""frames/015207a2e02105dc21714c8d.png"",""frames/1774cbad7643c960ca7abfe5.png"",""frames/06763dad34016ba0a903f038.png"",""frames/62243d147ec8afa8d8d40376.png"",""frames/e42c93f046fd82f3494f7f79.png"",""frames/bbd9555bf7165920ab98629f.png"",""frames/dd9282e2bd0359998058971c.png"",""frames/ff46e67a79173ab7b40204a7.png"",""frames/7280f52622c0267f9a3886e5.png"",""frames/3882ac948b9bcd0580f95683.png"",""frames/6979fd331919454fca05eb2b.png"",""frames/458aa674691a204fd0231cc1.png"",""frames/09ece14e94bdde99244f6029.png"",""frames/3a60909e3065ae92a6115bef.png""]","[0.35,0,0.35,1]","[[1.628315,1,0.483176],[8.705218,1,0.467269],[14.361319,1,0.436892],[18.09735,1,0.545054]]"
770272b06b9c21b08fb4df7f,"[""frames/5357f04e346f3fce9829c489.png"",""frames/49a009311b46f8c5bf358465.png"",""frames/76ef8947ed3c6126c518bb39.png"",""frames/d7580bcdb6dad1f49d88781e.png"",""frames/4e0448c60367839d3a4ca730.png"",""frames/e9b8032cebe76034d6248465.png"",""frames/f33ccc7c08fd31501a2e80a4.png"",""frames/990271c9129d2f326fd1b482.png"",""frames/280826bfb8db6f1bf191352a.png"",""frames/8a4d8ffc584583139ed8f288.png"",""frames/a02b7633f9c41e7d5db87ad0.png"",""frames/f3f2ec23034bb3665ec79cfc.png"",""frames/eeec925f74add434a335b1f6.png"",""frames/3d608a7b2959b33c74616d67.png"",""frames/27418ce6333271c618304b34.png"",""frames/b004f250eac76b3ff7f74648.png"",""frames/e134723225a22c8ad0ce930e.png"",""frames/f538223e16d8198b674037bf.png"",""frames/dc37532d954cbdc72bca2198.png"",""frames/80a881cfaed2c9075907a102.png""]","[0.35,0,0.35,1]","[[7.365566,1,0.389932]]"
770a3b95defdcab189585e77,"[""frames/772a147d2467bd1021a84556.png"",""frames/2fb835bf8c02a8ef33e5f1a4.png"",""frames/62b540cf9228dc7527fd7537.png"",""frames/8661419488fdd5eec248017c.png"",""frames/535c35ae54f8c53af4eed170.png"",""frames/1c907ad2fcce75c76bd8c995.png"",""frames/e26738d1ad9e6b1d73534705.png"",""frames/8c6c4798052b27e561ee7df1.png"",""frames/56c511e239aaf39803eb966f.png"",""frames/199eea9ac7869e5a3d4bef8f.png"",""frames/4f11e32ae000ebcba1428cd9.png"",""frames/b14fb3b5149bc7177fc76b0e.png"",""frames/15cceb8bcc0720487ef7aa77.png"",""frames/2dae8b00a742729aad083c49.png"",""frames/55cc3e10fa50f0d99512504f.png"",""frames/c98ab8d553d0e62574560fea.png"",""frames/b93dbad2780a60e7c1d702fb.png"",""frames/a42dc1cd6ab8a2cc442790e3.png"",""frames/f91a20742902af649399a52f.png"",""frames/ce2c614eb7c615f0df19a937.png""]","[0.5,0,0.5,1]","[[6.897461,1,0.576429],[11.267012,1,0.487032],[14.856446,1,0.57324],[18.840496,1,0.632489]]"
7718065fc9ad4f2cebcf8bd7,"[""frames/10c7b2b4e7919b13bdd2b83c.png"",""frames/49ee1790f19320fa51e52c26.png"",""frames/944f7adef027ea913bdedc1a.png"",""frames/26f5c8751d7cca390cb01e4e.png"",""frames/97574fc795e1f61037797fd3.png"",""frames/6fe5fb34b12999ca5fdd9169.png"",""frames/3576f2a0540e232124e77552.png"",""frames/82747067d44d9f8726f905db.png"",""frames/e69fa5f1c26ef0442b8e3e6e.png"",""frames/1d5c2e334719327d22d3f4d7.png"",""frames/eb87f27b4f4034c87e22c556.png"",""frames/ca59163777faca4ccaa0b2d0.png"",""frames/87a25f148ac2b6f8a81f25ca.png"",""frames/ae61bb2c65d08c6e7303d08b.png"",""frames/68154e6542cc7cd000cc828b.png"",""frames/0f11343c919954ef17b2e37a.png"",""frames/2b3d8b37104d50b10d8c7ed5.png"",""frames/c8f19d5811bf2b712c8dd872.png"",""frames/b2f4e52fc6a757dea02071cc.png"",""frames/341849306b065eac5a494e62.png""]","[0,0.2,1,0.2]","[[0.443241,-1,0.795661],[7.381707,1,0.810834],[9.348577,-1,0.404698],[12.795421,1,0.822627],[14.318089,1,0.652122],[17.261997,1,0.150509]]"
771c7c5277d56a477733063f,"[""frames/500d5cc0da7c41fc44f0a15b.png"",""frames/f92206e461c72eb5300f561e.png"",""frames/153be7cc5eb82057815a0636.png"",""frames/48c931f85c4c969ad33f370f.png"",""frames/d21e27b06d3763b81adad872.png"",""frames/e366959c118d7f2df36e7b16.png"",""frames/e7900caaf15fa71da94d28d6.png"",""frames/bc5e70225285364b70fd66e5.png"",""frames/0d603e9a9226cc44fcde4c6f.png"",""frames/9b15d0ccf2b3163439de44bd.png"",""frames/94a5ae300a99c579a7d7f421.png"",""frames/720bd07fdd26ed548e538326.png"",""frames/71b23c0e526bad4998d977ca.png"",""frames/99127af7bbf44628a3036a97.png"",""frames/50fadfdd4d2b0b3c2bbcc825.png"",""frames/9ad5e078bbebbf59186ef3a5.png"",""frames/75fd3777e2b69ad9bae9fbdf.png"",""frames/e0ef400ab0790ab9f6ed122a.png"",""frames/7fb839224a240ec773f209c1.png"",""frames/9f33d24fafcf6930384759ae.png""]","[0,0.8,1,0.8]","[[1.888626,1,0.586891],[5.145014,1,0.855547],[9.77767,1,0.861429]]"
77335fd54994f9f087b6a29c,"[""frames/9c044f9dae34b3abab184966.png"",""frames/be6d6ace3c8c0c5f77ed0b6a.png"",""frames/bca682f6aa3cf7cf0d6e7541.png"",""frames/951d9fa0d45eae8062e964f6.png"",""frames/f19b683a528df019c52c19cb.png"",""frames/fac87df1074eb625e4e47753.png"",""frames/070fa2d676ff5fe25b54cca5.png"",""frames/cdd72c7d6a72f38bb1127579.png"",""frames/af50b1c32f3643045ca94403.png"",""frames/59c10746da6dfa563ed0bb5e.png"",""frames/4bfd82a8e5015244de5ed8ba.png"",""frames/2e284cee29c82dbe056dfd2d.png"",""frames/ba30fd008ff3f97388d08ff7.png"",""frames/118f87706581308cbf1d13af.png"",""frames/5eeb336733ddf56e60feb2c3.png"",""frames/96c245ac0bee9c5f50f16850.png"",""frames/b307fec26038414362fd20b1.png"",""frames/25b8e80b21485fc7e103b2e4.png"",""frames/82d97db2d067964b31044012.png"",""frames/bf0c0529637d3440efbbc077.png""]","[0,0.65,1,0.65]","[[0.020408,1,0.053772],[11.685714,-1,0.092857],[12.126984,1,0.032343]]"
773eb83708ed00b569ec2b96,"[""frames/33495ce37a15e0c0cfedf873.png"",""frames/20a52a8c5ef8798c22349807.png"",""frames/af5c26031bd332cb71e18709.png"",""frames/5cb0467fbc39ef0bbf263850.png"",""frames/e450db0f7c1c0bac78d74940.png"",""frames/d584294729e991615752ef67.png"",""frames/c250b746fb68f8cab724f1e9.png"",""frames/5d3b4c54e5f4f7c6284cde03.png"",""frames/83baacbdcc20d8709ffcc258.png"",""frames/8b0d180ac26fa40794588bf3.png"",""frames/862082c95c857ad84286cab2.png"",""frames/4afc846ed73c2da692bd128d.png"",""frames/f69a2632491089d75cd04703.png"",""frames/c1efd225d91b5a2a4e0a890e.png"",""frames/3eda741a708e3f775e599f0d.png"",""frames/8c3126cf348546aee537a139.png"",""frames/7425ed389f2ec635d7379a38.png"",""frames/de4268cd21afaa87ac031985.png"",""frames/9d191ef414012dba5e691310.png"",""frames/c0b33f65623f5b5e32e9d879.png""]","[0,0.65,1,0.65]","[[8.184874,1,0.520589]]"
775c30f2856644ddb11d7daf,"[""frames/4edfa25f48d6bdca3404a19d.png"",""frames/719926a99265528bb21b782c.png"",""frames/9b13a139468b5a49ecd76440.png"",""frames/6ede70ec69f00c209627b5c3.png"",""frames/492e628ceb9986773596fa29.png"",""frames/f6c2c8f9060c0012d1ff471f.png"",""frames/e3ed8815dc645d023afd138d.png"",""frames/902d10c92594586495616c4a.png"",""frames/f47720d4c6ba81f9e707227e.png"",""frames/a798fbfcb5cd1b53fa9ffe3d.png"",""frames/772a147d2467bd1021a84556.png"",""frames/2fb835bf8c02a8ef33e5f1a4.png"",""frames/62b540cf9228dc7527fd7537.png"",""frames/8661419488fdd5eec248017c.png"",""frames/535c35ae54f8c53af4eed170.png"",""frames/1c907ad2fcce75c76bd8c995.png"",""frames/e26738d1ad9e6b1d73534705.png"",""frames/8c6c4798052b27e561ee7df1.png"",""frames/56c511e239aaf39803eb966f.png"",""frames/199eea9ac7869e5a3d4bef8f.png""]","[0.65,0,0.65,1]","[[12.863404,1,0.387782],[16.679036,-1,0.696641],[16.766766,1,0.587706],[18.026506,-1,0.699411]]"
77672346b56cffced2f8b15d,"[""frames/16aef4d296b6e81e0af13d3c.png"",""frames/075e058dd80ed7190c8df312.png"",""frames/343bd55d6157c6bb7a1e1aea.png"",""frames/4d05742554c3ba789439d6c3.png"",""frames/1957353c5dd3ed6d657871ff.png"",""frames/322a44d1b304ec10b1793abc.png"",""frames/ae502d43bffaf494deb98c49.png"",""frames/d01c0a2eb4a3e192af4410a8.png"",""frames/dea00bd2f90ea6b35e8b0e37.png"",""frames/e1208d529bd1962379c63f78.png"",""frames/6a66a0df0189b2a2b065f534.png"",""frames/a3739e415984ae238bae1e23.png"",""frames/160359a90437a5da85d9bcdf.png"",""frames/802bd7bfd8495af3b499cbaf.png"",""frames/cd85fcded115a31c71854179.png"",""frames/5a512818f096c1a47c7aad25.png"",""frames/8e8a7971f8a11549916f1642.png"",""frames/a45ade735ac6b220b34667a2.png"",""frames/f24f7ba548be47f8102f7da0.png"",""frames/35f1b134c3e343b55a4a0fcb.png""]","[0,0.65,1,0.65]","[[0.068164,-1,0.538263],[6.97619,-1,0.185934],[7.142857,1,0.18508],[7.987013,-1,0.59109],[8.285714,-1,0.180211],[11.936508,-1,0.460488],[12.153955,1,0.333572],[16.527618,1,0.393575],[17.350649,-1,0.448058]]"
7772dd754b24643ff5e31e68,"[""frames/19b0ebbd85ec7502b386e28f.png"",""frames/a0edf092d8e5643c640cb747.png"",""frames/67b5e5a528d1b46114b66445.png"",""frames/71017c8c0d6b414d1b338b0c.png"",""frames/3be3882ecf00ad912bb25e49.png"",""frames/2e88ca726bff85e8232140e5.png"",""frames/25d07559b4cdf6199edb0c2d.png"",""frames/94c7d75c0fa643afb3e3a90e.png"",""frames/415c3de82809079c274dc23a.png"",""frames/203297ae999b301137018acb.png"",""frames/64f73866c042d094772323da.png"",""frames/ef394ff3747576204229321a.png"",""frames/8c376300c92ac3c66708e53b.png"",""frames/ac5ab30c86634b6756241056.png"",""frames/25f6d7ac3299c7c3c1d388c1.png"",""frames/515deb577853054c76912a9e.png"",""frames/9647ad0a4a2047e11bbabe68.png"",""frames/12bf1f2c708cfeff6d85150e.png"",""frames/39add5658af686819c52cca4.png"",""frames/e9c4d3ac185995ff0c23272a.png""]","[0.5,0,0.5,1]","[[8.323304,1,0.344591],[10.313796,-1,0.807208]]"
